Churn,Customer ID
0,0380-NEAVX
0,0380-ZCSBI
0,0384-LPITE
0,0384-RVBPI
0,0386-CWRGM
1,0388-EOPEX
1,0390-DCFDQ
0,0392-BZIUW
0,0394-YONDK
0,0396-HUJBP
0,0396-UKGAI
0,0396-YCHWO
1,0397-GZBBC
0,0401-WDBXM
1,0402-CQAJN
0,0402-OAMEN
0,0404-AHASP
1,0404-SWRVG
1,0406-BPDVR
1,0407-BDJKB
0,0410-IPFTY
0,0412-UCCNP
1,0415-MOSGF
0,0419-YAAPX
1,0420-BWTPW
0,0420-HLGXF
0,0420-TXVSG
0,0422-OHQHQ
0,0422-UXFAP
0,0423-UDIJQ
0,0428-AXXLJ
0,0428-IKYCP
0,0430-IHCDJ
0,0432-CAJZV
0,0434-CSFON
0,0436-TWFFZ
0,0439-IFYUN
0,0440-EKDCF
0,0440-MOGPM
0,0440-QEXBZ
0,0442-TDYUO
0,0442-ZXKVS
1,0447-BEMNG
0,0447-RXSGD
0,0455-ENTCR
0,0455-XFASS
0,0458-HEUZG
0,0459-SPZHJ
1,0461-CVKMU
0,0463-TXOAK
0,0463-WZZKO
0,0468-YRPXN
0,0471-ARVMX
1,0471-LVHGK
0,0479-HMSWA
0,0480-KYJVA
0,0481-SUMCB
0,0484-FFVBJ
0,0484-JPBRU
0,0485-ZBSLN
1,0486-HECZI
0,0486-LGCCH
0,0487-CRLZF
0,0487-RPVUM
0,0487-VVUVK
1,0488-GSLFR
0,0489-WMEMG
0,0491-KAPQG
1,0495-ZBNGW
0,0496-AHOOK
0,0505-SPOOW
1,0506-LVNGN
0,0506-YLVKJ
0,0508-OOLTO
0,0508-SQWPL
1,0511-JTEOY
0,0512-FLFDW
1,0515-YPMCW
0,0516-OOHAR
0,0516-QREYC
0,0516-UXRMT
1,0516-VRYBW
0,0519-DRGTI
1,0519-XUZJU
0,0523-VNGTF
1,0524-IAVZO
0,0526-SXDJP
1,0529-ONKER
0,0530-IJVDB
0,0531-XBKMM
0,0531-ZZJWQ
0,0533-UCAAU
0,0536-ACXIP
0,0541-FITGH
0,0547-HURJB
0,0549-CYCQN
0,0550-DCXLH
0,0556-FJEGU
0,0557-ASKVU
0,0559-CKHUS
0,0562-HKHML
0,0562-KBDVM
1,0564-JJHGS
0,0564-MUUQK
1,0565-IYCGT
0,0565-JUPYD
0,0567-GGCAC
0,0567-XRHCU
1,0568-ONFPC
0,0570-BFQHT
0,0572-ZJKLT
0,0577-WHMEV
1,0578-SKVMF
0,0580-PIQHM
0,0581-BXBUB
0,0581-MDMPW
0,0582-AVCLN
0,0584-BJQGZ
1,0587-DMGBH
0,0595-ITUDF
1,0596-BQCEQ
0,0599-XNYDO
1,0601-WZHJF
0,0602-DDUML
0,0603-OLQDC
0,0603-TPMIB
1,0607-DAAHE
0,0607-MVMGC
1,0611-DFXKO
1,0612-RTZZA
1,0616-ATFGB
1,0617-FHSGK
1,0618-XWMSS
0,0619-OLYUR
0,0620-XEFWH
0,0621-CXBKL
0,0621-HJWXJ
1,0621-TWIEM
0,0623-EJQEG
0,0623-GDISB
1,0623-IIHUG
0,0625-AFOHS
1,0628-CNQRM
0,0635-WKOLD
1,0637-KVDLV
1,0637-YLETY
0,0640-YJTPY
0,0641-EVBOJ
0,0644-OQMDK
0,0650-BWOZN
1,0654-HMSHN
0,0654-PQKDW
0,0655-YDGFJ
0,0657-DOGUM
0,0661-KBKPA
0,0661-KQHNK
0,0661-WCQNQ
1,0661-XEYAN
0,0665-XHDJU
0,0666-UXTJO
0,0667-NSRGI
0,0668-OGMHD
0,0670-ANMUU
0,0673-IGUQO
0,0674-DGMAQ
0,0674-EYYZV
0,0674-GCDXG
0,0678-RLHVP
0,0679-TDGAK
1,0680-DFNNY
0,0682-USIXD
1,0684-AOSIH
1,0685-MLYYM
1,0687-ZVTHB
0,0689-DSXGL
0,0690-SRQID
1,0691-IFBQW
1,0691-JVSYA
0,0691-NIKRI
0,0696-UKTOX
1,0697-ZMSWS
0,0701-RFGFI
0,0701-TJSEF
1,0702-PGIBZ
0,0704-VCUMB
0,0707-HOVVN
0,0708-LGSMF
0,0708-SJDIS
1,0709-TVGUR
0,0716-BQNDX
1,0719-SYFRB
0,0722-SVSFK
1,0722-TROQR
1,0723-DRCLG
0,0723-FDLAY
0,0723-VSOBE
0,0725-CXOTM
1,0727-BMPLR
0,0727-BNRLG
1,0727-IWKVK
0,0730-BGQGF
0,0731-EBJQB
0,0732-OCQOC
1,0733-VUNUW
0,0734-OXWBT
0,0739-UUAJR
1,0742-NXBGR
0,0743-HNPFG
0,0743-HRVFF
0,0744-BIKKF
0,0744-GKNGE
1,0746-JTRFU
1,0748-RDGGM
0,0750-EBAIU
0,0750-EKNGL
0,0754-EEBDC
1,0754-UKWQP
0,0756-MPZRL
0,0757-WCUUZ
1,0761-AETCS
0,0771-CHWSK
0,0771-WLCLA
1,0772-GYEQQ
0,0774-IFUVM
1,0778-NELLA
0,0780-XNZFN
1,0781-LKXBR
0,0784-GTUUK
0,0784-ZQJZX
0,0795-LAFGP
0,0795-XCCTE
0,0799-DDIHE
0,0804-XBFBV
0,0804-YGEQV
0,0810-DHDBD
0,0811-GSDTP
1,0812-WUPTB
0,0815-MFZGM
0,0816-TSPHQ
0,0817-HSUSE
1,0818-OCPZO
0,0820-FNRNX
1,0822-GAVAP
0,0822-QGCXA
1,0823-HSCDJ
0,0824-VWDPO
0,0825-CPPQH
0,0827-ITJPH
0,0829-XXPLX
0,0831-JNISG
0,0835-DUUIQ
0,0835-JKADZ
1,0836-SEYLU
0,0839-JTCUD
0,0840-DCNZE
0,0840-DFEZH
1,0841-NULXI
1,0843-WTBXE
0,0847-HGRML
0,0848-ZGQIJ
0,0851-DFJKB
0,0853-TWRVK
0,0854-UYHZD
0,0856-NAOES
0,0862-PRCBS
0,0864-FVJNJ
1,0866-QLSIR
0,0867-LDTTC
0,0868-VJRDR
0,0869-PAPRP
1,0870-VEMYL
0,0871-OPBXW
1,0871-URUWO
1,0872-NXJYS
1,0875-CABNR
1,0876-WDUUZ
0,0880-FVFWF
1,0880-TKATG
1,0883-EIBTI
0,0885-HMGPY
1,0887-HJGAR
0,0887-WBJVH
1,0895-DQHEW
0,0895-LMRSF
0,0895-UADGO
1,0897-FEGMU
0,0898-XCGTF
0,0899-LIIBW
0,0899-WZRSD
0,0902-RFHOF
0,0902-XKXPN
0,0907-HQNTS
0,0909-SDHNU
0,0913-XWSCN
0,0916-KNFAJ
0,0916-QOFDP
1,0917-EZOLA
0,0921-OHLVP
1,0923-PNFUB
1,0925-VYDLG
0,0927-CNGRH
1,0927-LCSMG
0,0928-JMXNP
0,0929-PECLO
0,0930-EHUZA
0,0931-MHTEM
0,0932-YIXYU
0,0936-NQLJU
1,0939-YAPAF
1,0940-OUQEC
0,0942-KOWSM
0,0945-TSONX
1,0946-CLJTI
0,0946-FKYTX
1,0947-MUGVO
1,0952-KMEEH
0,0953-LGOVU
0,0956-SYCWG
0,0958-YHXGP
0,0959-WHOKV
0,0960-HUWBM
0,0961-ZWLVI
0,0962-CQPWQ
1,0963-ZBDRN
0,0967-BMLBD
1,0968-GSIKN
0,0969-RGKCU
0,0970-QXPXW
0,0971-QIFJK
0,0973-KYVNF
0,0975-UYDTX
0,0975-VOOVL
0,0979-MOZQI
1,0979-PHULV
0,0980-FEXWF
0,0980-PVMRC
0,0983-TATYJ
0,0988-AADSA
1,0991-BRRFB
0,0993-OSGPT
0,0997-YTLNY
1,1000-AJSLD
0,1004-NOZNR
1,1009-IRMNA
0,1013-QCWAM
0,1015-JPFYW
0,1016-DJTSV
0,1017-FBQMM
0,1020-JPQOW
0,1022-RKXDR
1,1024-GUALD
0,1024-KPRBB
1,1024-VRZHF
0,1025-FALIX
0,1027-LKKQQ
0,1028-FFNJK
1,1029-QFBEN
1,1031-IIDEO
0,1032-MAELW
0,1035-IPQPU
0,1036-GUDCL
0,1038-RQOST
1,1038-ZAGBI
1,1041-RXHRA
0,1042-HFUCW
0,1043-UXOVO
1,1043-YCUTE
0,1047-NNCBF
0,1047-RNXZV
0,1049-FYSYG
0,1051-EQPZR
0,1051-GEJLJ
0,1052-QJIBV
0,1057-FOGLZ
0,1060-ENTOF
0,1061-PNTHC
1,1062-LHZOD
0,1063-DHQJF
0,1064-FBXNK
1,1066-JKSGK
0,1069-QJOEE
1,1069-XAIEM
0,1073-XXCZD
0,1074-AMIOH
0,1074-WVEVG
0,1077-HUUJM
0,1084-MNSMJ
1,1084-UQCHV
0,1085-LDWAM
1,1086-LXKFY
0,1087-GRUYI
1,1087-UDSIH
0,1088-AUUZZ
0,1088-CNNKB
0,1089-HDMKP
0,1089-XZWHH
0,1090-ESELR
0,1090-PYKCI
0,1091-SOZGA
1,1092-GANHU
0,1092-WPIVQ
0,1093-YSWCA
0,1096-ADRUX
0,1097-FSPVW
0,1098-KFQEC
0,1098-TDVUQ
0,1099-BTKWT
0,1099-GODLO
0,1100-DDVRV
0,1101-SSWAG
0,1104-FEJAM
0,1104-TNLZA
0,1106-HRLKZ
1,1112-CUNAO
1,1113-IUJYX
1,1114-CENIM
0,1116-DXXDF
0,1116-FRYVH
0,1121-QSIVB
1,1122-JWTJW
0,1122-YJBCS
0,1125-SNVCK
0,1131-ALZWV
0,1131-SUEKT
0,1133-KXCGE
0,1134-YWTYF
0,1135-HIORI
0,1135-LMECX
0,1136-XGEQU
0,1139-WUOAH
0,1142-IHLOO
1,1142-WACZW
1,1143-NMNQJ
0,1150-FTQGN
1,1150-WFARN
0,1153-GNOLC
0,1156-ZFYDO
1,1157-BQCUW
0,1159-WFSGR
0,1162-ECVII
0,1163-VIPRI
0,1166-PQLGG
0,1167-OYZJF
0,1169-SAOCL
0,1170-SASML
0,1171-TYKUR
0,1172-VIYBP
0,1173-NOEYG
0,1173-XZPYF
0,1174-FGIFN
0,1177-XZBJL
0,1178-PZGAB
0,1179-INLAT
1,1184-PJVDB
0,1187-WILMM
1,1193-RTSLK
0,1194-BHJYC
0,1194-HVAIF
0,1194-SPVSP
1,1195-OIYEJ
1,1196-AMORA
0,1197-BVMVG
0,1200-TUZHR
0,1202-KKGFU
1,1205-WNWPJ
0,1206-EHBDD
0,1207-BLKSA
1,1208-DNHLN
0,1208-NBVFH
0,1212-GLHMD
1,1213-NGCUN
0,1215-EXRMO
0,1215-FIGMP
0,1215-VFYVK
0,1216-JWVUX
0,1217-VASWC
1,1218-VKFPE
0,1219-NNDDO
0,1221-GHZEP
0,1222-KJNZD
0,1222-LRYKO
0,1223-UNPKS
0,1226-IENZN
0,1226-JZNKR
1,1226-UDFZR
1,1228-FZFRV
0,1228-ZLNBX
0,1229-RCALF
0,1231-YNDEK
1,1236-WFCDV
0,1237-WIYYZ
0,1240-HCBOH
1,1240-KNSEZ
0,1241-EZFMJ
0,1241-FPMOF
0,1245-HARPS
0,1247-QBVSH
0,1248-DYXUB
1,1251-KRREG
0,1251-STYSZ
1,1254-IZEYF
0,1257-SXUXQ
1,1260-TTRXI
0,1261-FWTTE
1,1262-OPMFY
1,1264-BYWMS
0,1264-FUHCX
0,1265-BCFEO
0,1265-HVPZB
1,1265-XTECC
0,1265-ZFOSD
0,1266-NZYUI
1,1268-ASBGA
0,1269-FOYWN
0,1270-XKUCC
1,1271-SJBGZ
0,1271-UODNO
0,1272-ILHFG
1,1273-MTETI
0,1291-CUOCY
0,1293-BSEUN
0,1293-HHSHJ
0,1297-VQDRP
0,1298-PHBTI
0,1301-LOPVR
0,1302-UHBDD
0,1303-SRDOK
0,1304-BCCFO
0,1304-SEGFY
0,1306-RPWXZ
0,1307-ATKGB
0,1307-TVUFB
1,1309-BXVOQ
0,1309-XGFSN
0,1310-QRITU
0,1319-YLZJG
0,1320-GVNHT
1,1320-HTRDR
0,1320-REHCS
1,1322-AGOQM
1,1323-OOEPC
0,1325-USMEC
0,1328-EUZHC
1,1334-FJSVR
0,1335-MXCSE
0,1335-NTIUC
0,1336-EZFZY
0,1338-CECEE
1,1342-JPNKI
1,1343-EHPYB
0,1345-GKDZZ
0,1345-ZUKID
0,1346-PJWTK
0,1346-UFHAX
0,1347-KTTTA
1,1349-WXNGG
0,1352-HNSAW
0,1352-VHKAJ
0,1353-GHZOS
0,1353-LJWEM
0,1354-YZFNB
0,1355-KUSBG
0,1357-BIJKI
0,1357-MVDOZ
0,1360-JYXKQ
0,1360-RCYRT
0,1360-XFJMR
1,1363-TXLSL
0,1371-OJCEK
0,1371-WEPDS
1,1373-ORVIZ
1,1374-DMZUI
0,1376-HHBDV
0,1384-RCUXW
0,1385-TQOZW
0,1386-ZIKUV
1,1389-CXMLU
0,1389-WNUIB
0,1391-UBDAR
0,1393-IMKZG
0,1394-SUIUH
0,1395-OFUWC
0,1395-WSWXR
0,1397-XKKWR
0,1399-OUPJN
0,1399-UBQIU
1,1400-MMYXY
0,1400-WIVLL
0,1401-FTHFQ
0,1402-PTHGN
0,1403-GYAFU
0,1406-PUQVY
0,1407-DIGZV
0,1409-PHXTF
0,1410-RSCMR
0,1414-YADCW
1,1415-YFWLT
0,1421-HCERK
0,1422-DGUBX
0,1423-BMPBQ
1,1428-GTBJJ
0,1429-UYJSV
0,1431-AIDJQ
1,1432-FPAXX
0,1442-BQPVU
1,1444-VVSGW
1,1447-GIQMR
1,1447-PJGGA
0,1448-CYWKC
1,1448-PWKYE
1,1449-XQEMT
1,1450-GALXR
0,1452-KIOVK
0,1452-UZOSF
0,1452-VOQCH
0,1453-RZFON
1,1455-ESIQH
0,1455-HFBXA
0,1456-TWCGB
0,1459-QNFQT
0,1460-UZPRJ
0,1465-LNTLJ
1,1465-VINDH
0,1465-WCZVT
0,1468-DEFNC
0,1469-LBJQJ
0,1470-PSXNM
0,1472-TNCWL
0,1474-JUWSM
0,1478-VPOAD
0,1480-BKXGA
1,1481-ZUWZA
0,1485-YDHMM
0,1488-PBLJN
0,1488-SYSFC
0,1492-KGETH
0,1494-EJZDW
1,1496-GGSUK
0,1498-DQNRX
0,1498-NHTLT
1,1501-SGHBW
1,1502-XFCVR
0,1506-YJTYT
0,1508-DFXCU
1,1513-XNPPH
0,1518-OMDIK
1,1518-VOWAV
1,1522-VVDMG
0,1525-LNLOJ
1,1527-SXDPN
0,1530-ZTDOZ
0,1535-VTJOQ
0,1536-HBSWP
0,1536-YHDOE
0,1539-LNKHM
0,1543-LLLFT
0,1544-JJMYL
0,1545-ACTAS
0,1545-JFUML
0,1548-ARAGG
0,1548-FEHVL
0,1550-EENBN
1,1550-LOAHA
0,1552-AAGRX
0,1552-CZCLL
1,1555-DJEQW
0,1561-BWHIN
0,1563-IWQEX
0,1564-HJUVY
1,1564-NTYXF
1,1565-RHDJD
1,1567-DSCIC
0,1568-BEKZM
0,1568-LJSZU
1,1569-TTNYJ
0,1573-LGXBA
0,1574-DYCWE
0,1575-KRZZE
0,1576-PFZIW
1,1577-HKTFG
1,1579-KLYDT
0,1580-BMCMR
1,1582-RAFML
1,1585-MQSSU
1,1589-AGTLK
0,1591-MQJTP
1,1591-NFNLQ
0,1591-XWLGB
1,1596-BBVTG
1,1597-FZREH
1,1597-LHYNC
0,1599-MMYRQ
0,1600-DILPE
0,1614-JBEBI
1,1623-NLDOT
1,1624-NALOJ
1,1624-WOIWJ
1,1625-JAIIY
1,1626-ERCMM
0,1627-AFWVJ
0,1628-BIZYP
0,1629-DQQVB
0,1635-FJFCC
0,1635-NZATJ
0,1636-NTNCO
0,1640-PLFMP
0,1641-BYBTK
0,1641-RQDAY
0,1642-HMARX
0,1656-DRSMG
0,1657-DYMBM
1,1658-BYGOY
0,1658-TJVOA
0,1658-XUHBX
0,1661-CZBAU
0,1663-MHLHE
0,1666-JXLKU
0,1666-JZPZT
1,1670-SVOWZ
0,1676-MQAOA
1,1678-FYZOW
0,1679-JRFBR
0,1682-VCOIO
0,1684-FLBGS
0,1685-VAYJF
0,1686-STUHN
1,1689-MRZQR
0,1689-YQBYY
0,1696-HXOWK
0,1697-BCSHV
0,1697-LYYYX
0,1697-NVVGY
0,1698-XFZCI
0,1699-TLDLZ
0,1702-CCFNJ
0,1705-GUHPV
0,1708-PBBOA
0,1709-EJDOX
0,1710-RCXUS
1,1723-HKXJQ
1,1724-BQUHA
0,1724-IQWNM
1,1725-IQNIY
1,1725-MIMXW
0,1728-CXQBE
0,1729-VLAZJ
0,1730-VFMWO
0,1730-ZMAME
1,1731-TVIUK
0,1732-FEKLD
1,1732-VHUBQ
0,1734-ZMNTZ
1,1740-CSDJP
0,1741-WTPON
0,1744-JHKYS
0,1746-TGTWV
1,1750-CSKKM
0,1751-NCDLI
0,1752-OZXFY
0,1754-GKYPY
0,1755-RMCXH
0,1757-TCATG
0,1760-CAZHT
0,1763-KUAAW
0,1764-VUUMT
0,1766-GKNMI
0,1767-CJKBA
0,1767-TGTKO
0,1768-HNVGJ
1,1771-OADNZ
0,1775-KWJKQ
0,1776-SPBWV
0,1779-PWPMG
0,1784-EZDKJ
0,1790-NESIO
1,1792-UXAFY
1,1794-HBQTJ
0,1794-SWWKL
0,1796-JANOW
0,1803-BGNBD
1,1809-DMJHQ
0,1810-BOHSY
0,1810-MVMAI
0,1813-JLKWR
0,1813-JYWTO
0,1814-DKOLC
0,1814-WFGVS
0,1816-FLZDK
0,1818-ESQMW
0,1821-BUCWY
0,1830-GGFNM
0,1830-IPXVJ
0,1832-PEUTS
0,1834-ABKHQ
0,1837-YQUCE
0,1839-UMACK
0,1840-BIUOG
0,1841-YSJGV
1,1842-EZJMK
0,1845-CSBRZ
0,1845-ZLLIG
1,1846-XWOQN
0,1848-LBZHY
0,1849-RJYIG
0,1852-QSWCD
0,1852-XEMDW
0,1853-ARAAQ
1,1853-UDXBW
0,1855-CFULU
1,1862-SKORY
0,1866-DIOQZ
0,1866-NXPSP
0,1866-OBPNR
1,1866-RZZQS
0,1866-ZSLJM
1,1867-BDVFH
0,1867-TJHTS
1,1871-MOWRM
0,1877-HKBQX
1,1891-FZYSA
0,1891-QRQSA
1,1891-UAWWU
1,1894-IGFSG
0,1895-QTKDO
0,1897-OKVMW
0,1897-RCFUM
0,1898-JSNDC
1,1899-VXWXM
1,1902-XBTFB
0,1904-WAJAA
0,1905-OEILC
1,1907-UBQFC
0,1907-YLNYW
0,1910-FMXJM
1,1915-IOFGU
0,1915-OAKWD
0,1921-KYSAY
0,1925-LFCZZ
1,1925-TIBLE
0,1926-QUZNN
0,1927-QEWMY
0,1928-BXYIV
0,1929-ZCBHE
0,1930-BZLHI
0,1930-QPBVZ
0,1934-MKPXS
1,1934-SJVJK
0,1935-IMVBB
0,1936-CZAKF
0,1936-UAFEH
0,1937-OTUKY
0,1941-HOSAM
0,1942-OQFRW
0,1950-KSVVJ
0,1951-IEYXM
0,1952-DVVSW
0,1955-IBMMB
0,1958-RNRKS
0,1960-UOTYM
0,1960-UYCNN
1,1963-SVUCV
1,1963-VAUKV
0,1964-SVLEA
1,1965-DDBWU
0,1971-DTCZB
0,1972-XMUWV
0,1976-AZZPJ
1,1976-CFOCS
1,1977-STDKI
1,1980-KXVPM
1,1981-INRFU
0,1982-FEBTD
1,1984-FCOWB
0,1985-MBRYP
0,1986-PHGZF
0,1987-AUELQ
1,1989-PRJHP
0,1996-DBMUS
0,1998-VHJHK
0,2000-DHJUY
0,2000-MPKCA
0,2001-EWBQU
0,2001-MCUUW
1,2002-MZHWP
1,2003-CKLOR
1,2004-OCQXK
0,2005-DWQZJ
0,2007-QVGAW
1,2011-TRQYE
1,2012-NWRPA
1,2013-SGDXK
0,2014-MKGMH
0,2017-CCBLH
0,2018-PZKMU
0,2018-QKYGT
0,2019-HDCZY
0,2023-VQFDL
1,2024-BASKD
1,2025-JKFWI
1,2026-TGDHM
0,2027-CWDNU
1,2027-FECZV
1,2027-OAQQC
0,2027-WKXMW
1,2034-CGRHZ
1,2034-GDRCN
1,2037-SGXHH
0,2038-LLMLM
0,2038-OEQZH
0,2038-YSEZE
0,2039-JONDJ
0,2040-LDIWQ
0,2040-OBMLJ
0,2040-VZIKE
0,2040-XBAVJ
0,2041-JIJCI
0,2043-WVTQJ
0,2045-BMBTJ
0,2049-BAFNW
0,2050-ONYDQ
0,2055-BFOCC
0,2056-EVGZL
1,2057-ZBLPD
1,2058-DCJBE
0,2061-VVFST
0,2065-MMKGR
0,2068-WWXQZ
1,2070-FNEXE
0,2072-ZVJJX
0,2073-QBVBI
1,2074-GKOWZ
0,2074-GUHPQ
0,2075-PUEPR
0,2075-RMJIK
0,2077-DDHJK
1,2079-FBMZK
0,2080-CAZNM
0,2080-GKCWQ
0,2080-SRCDE
0,2081-KJSQF
0,2081-VEYEH
1,2082-CEFLT
0,2085-BOJKI
0,2085-JVGAD
0,2087-QAREY
0,2088-IEBAU
0,2091-GPPIQ
1,2091-MJTFX
1,2091-RFFBA
0,2096-XOTMO
0,2097-YVPKN
0,2101-RANCD
0,2105-PHWON
0,2107-FBPTK
0,2108-GLPQB
1,2108-YKQTY
0,2111-DWYHN
1,2114-MGINA
0,2120-SMPEX
0,2121-JAFOM
0,2122-SZZZD
0,2123-AGEEN
0,2123-VSCOT
0,2126-GSEGL
0,2129-ALKBS
0,2133-TSRRM
0,2135-DQWAQ
1,2135-RXIHG
0,2137-DQMEV
0,2138-VFAPZ
0,2139-FQHLM
1,2141-RRYGO
0,2143-LJULT
0,2144-BFDSO
0,2144-ESWKO
0,2146-EGVDT
0,2150-OEGBV
1,2150-UWTFY
0,2150-WLKUW
1,2153-MREFK
1,2154-KVJFF
1,2157-MXBJS
0,2159-TURXX
0,2162-FRZAA
0,2164-SOQXL
0,2167-FQSTQ
0,2169-RRLFW
0,2171-UDMFD
0,2172-EJXVF
0,2176-LVPNX
0,2176-OSJUV
0,2178-PMGCJ
1,2180-DXNEG
0,2181-UAESM
0,2186-QZEYA
1,2187-LZGPL
0,2187-PKZAY
0,2188-SXWVT
0,2190-BCXEC
0,2190-PHBHR
0,2192-CKRLV
0,2192-OZITF
0,2193-SFWQW
0,2195-VVRJF
1,2195-ZRVAX
0,2197-OMWGI
0,2200-DSAAL
1,2202-CUYXZ
0,2202-OUTMO
0,2203-GHNWN
0,2205-LPVGL
1,2207-NHRJK
1,2207-OBZNX
0,2207-RYYRL
0,2208-MPXIO
0,2208-NKVVH
0,2208-NQBCT
0,2208-UGTGR
0,2211-RMNHO
0,2212-LYASK
0,2215-ZAFGX
0,2223-GDSHL
1,2225-ZRGSG
0,2226-ICFDO
0,2227-JRSJX
0,2228-BZDEE
0,2229-DPMBI
0,2229-VWQJH
0,2230-XTUWL
0,2233-FAGXV
0,2234-EOFPT
0,2235-EZAIK
1,2235-ZGKPT
0,2236-HILPA
1,2237-ZFSMY
1,2239-JALAW
0,2240-HSJQD
0,2242-MFOTG
0,2243-FNMMI
0,2245-ADZFJ
1,2249-YPRNG
0,2250-IVBWA
0,2251-PYLPB
0,2252-ISRNH
0,2252-NKNSI
0,2253-KPMNB
0,2254-DLXRI
0,2256-YLYLP
0,2257-BOVXD
0,2259-OUUSZ
0,2262-SLNVK
0,2263-SFSQZ
1,2265-CYWIV
0,2266-SJNAT
0,2267-FPIMA
0,2270-CHBFN
