Unnamed: 0,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,City,Zip Code,Lat Long,Latitude,Longitude,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Churn Value,Churn Score,CLTV,LoyaltyID,Partner,Tenure,Monthly Charges,Churn,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status_Churned,Customer Status_Joined,Customer Status_Stayed,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes
3818,0017-DINOC,1,1,47,0,0,0,0,0,KODDBX6834,Rancho Santa Fe,92091,"32.99356, -117.207121",32.99356,-117.207121,SSFFALWVF6595,0,0,54,0,0.0,0,1,10,1,0,0,1,1,0,0,1,0,45.2,2460.55,0.0,0,0.0,2460.55,QTUNJU1418,4,0,54,5435,232175,0,54,45.2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5246,0017-IUDMW,1,0,25,1,0,1,1,2,YJPVWU9693,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,ASAISRVFW6124,1,2,72,1,16.01,1,1,59,1,1,1,1,1,1,1,1,1,116.8,8456.75,0.0,0,1152.72,9609.47,WVKQQF7472,3,0,52,6252,709605,1,72,116.8,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5614,0018-NYROU,1,0,58,0,0,1,0,0,SMSNAG1749,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,TAYTLPOBL8428,0,0,5,1,18.65,0,1,10,0,0,0,0,0,0,0,1,1,68.95,351.5,0.0,0,93.25,444.75,KONWNJ2235,3,0,57,5536,673767,1,5,68.95,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3790,0019-EFAEP,1,0,32,0,0,0,0,0,EKWNGQ2388,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,OPHFKLNAJ7455,0,0,72,1,2.25,1,1,16,1,1,1,0,1,0,0,1,1,101.3,7261.25,0.0,0,162.0,7423.25,XDOEFP3192,3,0,53,5513,325660,0,72,101.3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5131,0019-GFNTW,1,0,39,0,0,0,0,0,NTQGQM3219,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,XUURNRASW9237,0,0,56,0,0.0,0,1,19,1,1,1,1,0,0,0,1,0,45.05,2560.1,0.0,0,0.0,2560.1,VLDZUZ4821,3,0,37,5795,836443,0,56,45.05,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4034,0020-INWCK,1,0,58,0,0,1,1,2,EZOTAE8257,Woodlake,93286,"36.464635, -119.094348",36.464635,-119.094348,KIINPUHJN2997,1,9,71,1,27.26,1,1,12,0,1,1,0,0,1,1,1,1,95.75,6849.4,0.0,0,1935.46,8784.86,RPZQUI8563,5,0,26,4865,683288,1,71,95.75,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6392,0020-JDNXP,1,0,52,0,0,1,1,1,XDUUAY7185,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,IVDKEAMLS1854,0,0,34,0,0.0,0,1,20,1,0,1,1,1,1,1,1,0,61.25,1993.2,0.0,0,0.0,1993.2,FRAIWG4696,4,0,37,3607,766766,1,34,61.25,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
508,0021-IKXGC,1,0,72,0,1,0,0,0,ECXKAT1983,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,VCLRRWATN8639,0,0,1,1,7.77,1,1,22,0,0,0,0,0,0,0,1,1,72.1,72.1,0.0,0,7.77,79.86999999999999,RBBOLA3673,4,0,50,4432,642199,0,1,72.1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
160,0022-TCJCI,1,1,79,0,1,0,0,0,NLZTDD4996,Daly City,94015,"37.680844, -122.48131",37.680844,-122.48131,OJVGALBYR6847,0,0,45,1,10.67,0,1,17,1,0,1,0,0,1,0,1,0,62.7,2791.5,0.0,0,480.15,3271.65,BLGYGC8417,1,1,92,2654,692622,0,45,62.7,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
288,0023-HGHWL,1,1,67,0,1,0,0,0,OHGGLF8287,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,QQGUIQPBG6544,0,0,1,0,0.0,0,1,9,0,0,0,0,0,0,0,1,1,25.1,25.1,0.0,0,0.0,25.1,TWXZYP3298,3,1,85,5437,999912,0,1,25.1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
715,0023-UYUPN,1,0,79,0,1,1,0,0,CRTWPE6825,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,NRKWUABCZ3899,0,0,50,1,31.43,1,0,0,0,0,0,0,0,0,0,0,0,25.2,1306.3,0.0,0,1571.5,2877.8,XAGDPI1541,3,0,61,4015,450866,1,50,25.2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2447,0023-XUOPT,1,0,26,1,0,1,0,0,SCPICM6938,Carnelian Bay,96140,"39.227434, -120.091806",39.227434,-120.091806,MRXCIOLAP8918,1,1,13,1,43.56,1,1,52,0,1,1,0,1,0,0,1,0,94.1,1215.6,0.0,0,566.28,1781.88,AVPPBN5615,1,1,75,2973,894652,1,13,94.1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6128,0027-KWYKW,1,0,30,0,0,1,1,2,JTKTXY4539,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,XAKMECHBS4123,1,1,23,1,34.91,1,1,30,0,0,0,0,1,0,0,1,1,83.75,1849.95,0.0,0,802.93,2652.88,VSFUFI1719,4,0,78,3585,497281,1,23,83.75,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3023,0030-FNXPP,1,0,22,1,0,0,0,0,GFNSGA8937,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,MAVTBOPTY8347,0,0,3,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,19.85,57.2,0.0,0,9.36,66.56,TUNPBZ1339,4,0,59,5634,579990,0,3,19.85,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1405,0031-PVLZI,1,0,34,0,0,1,0,0,AMKYEL7268,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458,LXTNULOOW7351,0,0,4,1,12.43,0,0,0,0,0,0,0,0,0,0,0,0,20.35,76.35,0.0,0,49.72,126.07,YJZQLI2714,1,1,81,4133,469021,1,4,20.35,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2517,0032-PGELS,1,0,37,0,0,1,1,1,KABKVH9541,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,SNYXAIHUK1215,1,1,1,0,0.0,0,1,19,1,0,0,0,0,0,0,1,0,30.5,30.5,0.0,0,0.0,30.5,UOACNM5872,1,1,74,5171,910511,1,1,30.5,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3062,0036-IHMOT,1,0,37,0,0,1,1,3,KUKNHD7613,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,BINFLKWZK5229,1,10,55,1,35.04,0,1,57,0,1,1,1,1,1,1,0,1,103.7,5656.75,0.0,20,1927.2,7603.95,RTJWHZ1931,3,0,65,5892,132250,1,55,103.7,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3313,0040-HALCW,1,1,42,0,0,1,1,3,XUHLGD7778,Modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,IQNCFJCPD3423,1,3,54,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,20.4,1090.6,0.0,0,1063.8,2154.3999999999996,PCPTTK5596,4,0,60,6393,427626,1,54,20.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6513,0042-JVWOJ,1,1,64,0,0,0,0,0,FQNWEM6776,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,ZKRMTEDPY5525,0,0,26,1,37.7,0,0,0,0,0,0,0,0,0,0,0,1,19.6,471.85,21.25,0,980.2,1430.8000000000002,JYORKP4836,4,0,26,3722,240881,0,26,19.6,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3368,0042-RLHYP,1,0,47,0,0,1,1,3,OKAYJI7378,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,YYAQEMCMZ2412,1,5,69,1,38.39,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1396.9,0.0,0,2648.91,4045.81,DHTDBH7277,5,0,76,4131,175194,1,69,19.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3108,0048-LUMLS,1,1,23,1,0,1,1,3,RRMOOJ9478,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,HPHZCROJQ5877,1,1,37,1,43.01,0,1,51,0,0,0,0,1,1,1,1,0,91.2,3247.55,0.0,0,1591.37,4838.92,SLJMIG7132,5,0,55,5263,752424,1,37,91.2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6795,0048-PIHNL,1,0,48,0,0,1,0,0,AXEACK4676,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,DPTPPNRJW4416,1,5,49,1,49.58,0,0,0,0,0,0,0,0,0,0,0,0,20.45,900.9,0.0,0,2429.42,3330.32,TRTMLW9965,3,0,20,6061,657294,1,49,20.45,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5757,0052-DCKON,1,1,28,1,0,1,0,0,CPJCID9344,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,XTORKEKIW9144,1,9,66,1,43.77,1,1,41,1,1,1,1,1,1,1,1,0,115.8,7942.15,0.0,0,2888.82,10830.97,KXLEJS3592,3,0,42,5845,263690,1,66,115.8,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7017,0052-YNYOT,1,0,28,1,0,0,0,0,OJIXHX2528,Calexico,92231,"32.690654, -115.431225",32.690654,-115.431225,PPVUAIJZB1271,0,0,67,1,23.12,0,0,0,0,0,0,0,0,0,0,0,0,20.55,1343.4,30.53,0,1549.04,2861.91,JEUUQO4866,5,0,72,5462,368391,0,67,20.55,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5660,0056-EPFBG,1,1,33,0,0,1,1,1,FHWKJH5986,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,SJTWAURKW9127,1,4,20,0,0.0,0,1,22,1,0,1,1,0,0,0,1,1,39.4,825.4,0.0,0,0.0,825.4,YAUJEE4374,3,0,29,3899,494013,1,20,39.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6410,0057-QBUQH,1,0,31,0,0,0,1,3,TLSLBN3355,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,TEKIYEXHS8666,0,0,43,1,30.64,1,0,0,0,0,0,0,0,0,0,0,1,25.1,1070.15,0.0,0,1317.52,2387.67,NFIIPW2488,4,0,59,4797,538680,0,43,25.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4333,0058-EVZWM,1,0,37,0,0,1,0,0,TQWKKC5515,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,SDXFBYFFJ1786,1,2,55,1,5.08,1,1,9,1,0,0,0,1,0,0,1,1,89.8,4959.6,0.0,0,279.4,5239.0,PSZSGW2216,3,0,42,5875,824883,1,55,89.8,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5728,0060-FUALY,1,0,60,0,0,1,0,0,NYEINK1845,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,EKXLEWPYS1543,1,4,59,1,16.39,1,1,14,1,1,0,0,1,0,0,1,1,94.75,5597.65,0.0,0,967.01,6564.66,FDMSKY6865,3,0,26,5238,103699,1,59,94.75,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6817,0064-SUDOG,1,0,48,0,0,1,1,3,QGETNA5184,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,NESMWQYTD4445,1,3,12,1,19.28,0,0,0,0,0,0,0,0,0,0,0,0,20.3,224.5,0.0,0,231.36,455.86,VSFPIF7436,5,0,57,5190,674807,1,12,20.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4971,0064-YIJGF,1,1,60,0,0,1,1,3,WCEQKR7558,Yermo,92398,"35.013299, -116.834092",35.013299,-116.834092,RUPKUQHRJ8776,1,7,27,1,25.26,1,1,23,0,0,0,0,0,0,0,1,1,75.75,1929.0,0.0,0,682.0200000000001,2611.02,VXLWWG6467,3,0,46,4994,899444,1,27,75.75,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,0067-DKWBL,1,1,69,0,1,0,0,0,WVFRVJ6162,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,PVFXVSVGO9463,0,0,2,1,43.99,0,1,27,1,0,0,0,0,0,0,1,1,49.25,91.1,0.0,0,87.98,179.07999999999998,PFDTBW9847,2,1,95,3475,271641,0,2,49.25,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6327,0068-FIGTF,1,0,20,1,0,0,0,0,VRRCYQ8292,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,PFPFEBNAI1182,0,0,27,1,48.91,0,1,59,0,1,1,1,1,1,1,1,0,78.2,2078.95,0.0,0,1320.57,3399.5199999999995,VYBTLY1149,3,0,54,2297,804368,0,27,78.2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6498,0071-NDAFP,1,1,31,0,0,1,1,3,VMQAUO8465,Santa Rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,GTVBQPDVW4942,1,1,25,1,23.69,1,0,0,0,0,0,0,0,0,0,0,0,25.5,630.6,44.42,0,592.25,1178.43,WRNQIT8818,3,0,65,5230,329513,1,25,25.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3256,0074-HDKDG,1,1,46,0,0,1,0,0,LMJAXQ3844,San Jose,95126,"37.327069, -121.916819",37.327069,-121.916819,PBOKLNFVW6736,1,5,25,1,6.45,0,1,19,1,1,1,0,0,0,0,1,1,61.6,1611.0,44.9,0,161.25,1727.35,NWTIQX5272,3,0,66,3807,854133,1,25,61.6,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
